ymd,dow,employees,dayoff,bustrip,overtime,remote,menu3,dn,rice,soup,side1,side2,side3,kimchi,atoffice
2020-01-08,2,2821,117,222,7,5.0,쌀밥/잡곡밥 (쌀:국내산) 소고기무국  주꾸미볶음  계란찜  애호박나물  포기김치 (김치:국내산) ,321.0,쌀밥/잡곡밥,소고기무국,주꾸미볶음,계란찜,애호박나물,포기김치,2477.0
2020-01-09,3,2821,124,241,426,7.0,"작은밥 (쌀,현미,흑미:국내산) 옛날돈가스 (돼지고기:국내산) 양송이스프  양배추샐러드/모닝빵  수제피클  포기김치 (배추,고추가루:국내산) ",474.0,작은밥,옛날돈가스,양송이스프,양배추샐러드/모닝빵,수제피클,포기김치,2449.0
2020-01-10,4,2821,264,262,0,3.0,쌀밥/잡곡밥 (쌀:국내산) 청국장찌개  소고기장조림  김치전  청경채겉절이  포기김치 (김치:국내산) ,320.0,쌀밥/잡곡밥,청국장찌개,소고기장조림,김치전,청경채겉절이,포기김치,2292.0
2020-01-13,0,2821,141,218,526,0.0,"쌀밥/잡곡밥 (쌀:국내산) 돈육김치찌개 (돼지고기:국내산) 소고기숙주볶음 (소고기:호주산) 계란찜  유채나물  배추겉절이 (배추:국내산,고춧가루:중국산) ",454.0,쌀밥/잡곡밥,돈육김치찌개,소고기숙주볶음,계란찜,유채나물,배추겉절이,2462.0
2020-01-14,1,2821,96,236,388,0.0,"유부초밥 (쌀:국내산) 쌀국수 (양지:호주산) 떡볶이  군만두  귤/음료  포기김치 (배추:국내산,고춧가루:중국산) ",272.0,유부초밥,쌀국수,떡볶이,군만두,귤/음료,포기김치,2489.0
2020-01-15,2,2821,97,235,4,0.0,"쌀밥/잡곡밥 (쌀:국내산) 시금치국  돈육고추장볶음  잡채  파채  포기김치 (배추:국내산,고춧가루:중국산) ",350.0,쌀밥/잡곡밥,시금치국,돈육고추장볶음,잡채,파채,포기김치,2489.0
2020-01-16,3,2821,92,244,390,0.0,"쇠고기볶음밥 (쌀:국내산,쇠고기:호주산) 팽이장국  탕수육 (돼지고기:국내산) 쫄면야채무침  바나나  포기김치 (배추:국내산,고춧가루:중국산) ",457.0,쇠고기볶음밥,팽이장국,탕수육,쫄면야채무침,바나나,포기김치,2485.0
2020-01-17,4,2821,242,269,0,0.0,"쌀밥/잡곡밥 (쌀:국내산) 짬뽕국  미니떡갈비조림 (돼지고기:국내산,소고기:호주산) 매생이전  참나물겉절이  포기김치 (배추:국내산,고춧가루:중국산) ",344.0,쌀밥/잡곡밥,짬뽕국,미니떡갈비조림,매생이전,참나물겉절이,포기김치,2310.0
2020-01-20,0,2821,132,199,488,0.0,"쌀밥/잡곡밥 (쌀:국내산) 만두국  간장불고기 (돈육:국내산) 옥수수전  물파래무침  배추겉절이 (배추:국산,고춧가루:중국) ",439.0,쌀밥/잡곡밥,만두국,간장불고기,옥수수전,물파래무침,배추겉절이,2490.0
2020-01-21,1,2821,96,237,491,0.0,"스팸주먹밥 (쌀:국내산) 해물칼국수  감자만두  딸기드레싱샐러드  무피클  포기김치 (배추,고춧가루:국산) ",478.0,스팸주먹밥,해물칼국수,감자만두,딸기드레싱샐러드,무피클,포기김치,2488.0
2020-01-22,2,2821,130,232,5,0.0,"쌀밥/잡곡밥 (쌀:국내산) 된장찌개  주꾸미삼겹살볶음 (삼겹:독일산) 셀프무쌈말이  얼갈이나물  포기김치 (배추,고춧가루:국산) ",354.0,쌀밥/잡곡밥,된장찌개,주꾸미삼겹살볶음,셀프무쌈말이,얼갈이나물,포기김치,2459.0
2020-01-23,3,2821,481,141,38,0.0,"쌀밥/잡곡밥 (쌀:국내산) 뼈감자탕 (등뼈:국내산) 해물파전  고추,양파/쌈장  부추생채 귤 석박지 (고춧가루:중국산) ",117.0,쌀밥/잡곡밥,뼈감자탕,해물파전,"고추,양파/쌈장",부추생채,석박지,2199.0
2020-01-28,1,2821,284,143,670,0.0,오므라이스 (쌀:국내산) 미소장국  깐풍육 (돈육:국내산) 감자튀김  단무지무침  석박지 (고춧가루:국산) ,639.0,오므라이스,미소장국,깐풍육,감자튀김,단무지무침,석박지,2394.0
2020-01-30,3,2821,76,261,482,0.0,"참치회덮밥 (쌀:국내산) 우동  수제고로케  콘샐러드  락교  포기김치 (배추,고춧가루:국산) ",497.0,참치회덮밥,우동,수제고로케,콘샐러드,락교,포기김치,2484.0
2020-01-31,4,2821,183,265,0,0.0,"쌀밥/잡곡밥 (쌀:국내산) 매운콩나물국  돈육장조림 (돈육:국내산) 맛살전  양념깻잎지  포기김치 (배추,고춧가루:국산) ",368.0,쌀밥/잡곡밥,매운콩나물국,돈육장조림,맛살전,양념깻잎지,포기김치,2373.0
2020-02-03,0,2872,101,208,537,1.0,"쌀밥/잡곡밥 (쌀:국내산) 시래기국  유린기  연두부  물파래무침  포기김치 (배추,고추가루:국내산) ",495.0,쌀밥/잡곡밥,시래기국,유린기,연두부,물파래무침,포기김치,2562.0
2020-02-04,1,2872,72,222,471,0.0,"멸치주먹밥 (쌀:국내산) 잔치국수  해물까스  매쉬드포테이토  무피클  포기김치 (배추,고추가루:국내산) ",304.0,멸치주먹밥,잔치국수,해물까스,매쉬드포테이토,무피클,포기김치,2578.0
2020-02-05,2,2872,62,215,4,0.0,"쌀밥/잡곡밥 (쌀:국내산) 닭곰탕  오징어볶음  오꼬노미야끼계란말이  가지나물  배추겉절이 (배추:국내산,고추가루:중국산) ",276.0,쌀밥/잡곡밥,닭곰탕,오징어볶음,오꼬노미야끼계란말이,가지나물,배추겉절이,2595.0
2020-02-06,3,2872,90,233,426,0.0,"카레덮밥 (쌀:국내산) 맑은국  쫄면야채무침  야채튀김  단무지무침  포기김치 (배추,고추가루:국내산) ",369.0,카레덮밥,맑은국,쫄면야채무침,야채튀김,단무지무침,포기김치,2549.0
2020-02-07,4,2872,140,247,2,0.0,"쌀밥/잡곡밥 (쌀:국내산) 콩나물국  제육볶음  동그랑땡전  시래기조림  포기김치 (배추,고추가루:국내산) ",326.0,쌀밥/잡곡밥,콩나물국,제육볶음,동그랑땡전,시래기조림,포기김치,2485.0
2020-02-10,0,2872,65,136,617,0.0,"쌀밥/잡곡밥 (쌀:국내산) 들깨버섯탕  고추잡채 (소고기:호주산) 시금치프리타타  청경채겉절이  포기김치 (배추,고추가루:국내산) ",633.0,쌀밥/잡곡밥,들깨버섯탕,고추잡채,시금치프리타타,청경채겉절이,포기김치,2671.0
2020-02-11,1,2872,52,198,748,0.0,"짜장잡채덮밥 (돈육,쌀:국내산) 계란파국  참치야채전  꽃맛살샐러드  오이사과무침  포기김치 (배추,고추가루:국내산) ",668.0,짜장잡채덮밥,계란파국,참치야채전,꽃맛살샐러드,오이사과무침,포기김치,2622.0
2020-02-12,2,2872,65,210,5,0.0,"쌀밥/잡곡밥 (쌀:국내산) 육개장 (소고기:호주산) 류산슬 (소고기:호주산) 연근튀김  시금치나물  포기김치 (배추:국내산,고추가루:중국산) ",411.0,쌀밥/잡곡밥,육개장,류산슬,연근튀김,시금치나물,포기김치,2597.0
2020-02-13,3,2872,71,249,620,0.0,"쌀밥/잡곡밥 (쌀:국내산) 설렁탕 (소고기:호주산) 부추전  오징어젓무침  야채스틱/과일  석박지 (무우:국내산,고추가루:중국산) ",575.0,쌀밥/잡곡밥,설렁탕,부추전,오징어젓무침,야채스틱/과일,석박지,2552.0
2020-02-14,4,2872,160,273,0,0.0,"쌀밥/잡곡밥 (쌀:국내산) 김치찌개  수제돈가스 (돼지고기:국내산) 맛살냉채  애호박새우젓볶음  열무김치 (열무:국내산,고추가루:중국산) ",436.0,쌀밥/잡곡밥,김치찌개,수제돈가스,맛살냉채,애호박새우젓볶음,열무김치,2439.0
2020-02-17,0,2872,74,196,722,0.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 대구탕 (대구:러시아) 안동찜닭 (닭:국내산) 해물김치전 (김치:국내산) 취나물  깍두기 (고추가루:중국산) ",649.0,쌀밥/잡곡밥,대구탕,안동찜닭,해물김치전,취나물,깍두기,2602.0
2020-02-18,1,2872,47,239,666,0.0,"통새우김밥 (쌀:국내산) 우동  계란떡볶이  키위드레싱샐러드  수제피클  포기김치 (배추,고추가루:국내산) ",630.0,통새우김밥,우동,계란떡볶이,키위드레싱샐러드,수제피클,포기김치,2586.0
2020-02-19,2,2872,62,224,1,0.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 순두부찌개 (순두부:중국산) 해물누룽지탕 (오징어:원양산) 닭가슴살냉채 (닭:국내산) 양배추쌈  배추겉절이 (배추,고추가루:국내산) ",434.0,쌀밥/잡곡밥,순두부찌개,해물누룽지탕,닭가슴살냉채,양배추쌈,배추겉절이,2586.0
2020-02-20,3,2872,78,254,549,0.0,"파인애플볶음밥 (쌀:국내산) 맑은국  새우까스  메추리알조림  오복지무침  포기김치 (배추,고추가루:국내산) ",542.0,파인애플볶음밥,맑은국,새우까스,메추리알조림,오복지무침,포기김치,2540.0
2020-02-21,4,2872,181,277,0,0.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 닭개장 (닭:국내산) 고등어구이 (고등어:국내산) 두부스테이크 (두부:중국산) 부추겉절이  포기김치 (배추,고추가루:국내산) ",380.0,쌀밥/잡곡밥,닭개장,고등어구이,두부스테이크,부추겉절이,포기김치,2414.0
2020-02-24,0,2872,144,156,846,0.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 소고기무국 (소고기:호주산) 가자미카레튀김  비엔나케찹볶음  셀프무쌈말이  포기김치 (배추,고추가루:국내산) ",767.0,쌀밥/잡곡밥,소고기무국,가자미카레튀김,비엔나케찹볶음,셀프무쌈말이,포기김치,2572.0
2020-02-25,1,2872,117,158,806,0.0,"야채볶음밥 (쌀:국내산) 김치말이국수 (김치:국내산) 소고기퀘사디아 (소고기:호주산) 멕시칸샐러드  무피클  포기김치 (배추,고추가루:국내산) ",776.0,야채볶음밥,김치말이국수,소고기퀘사디아,멕시칸샐러드,무피클,포기김치,2597.0
2020-02-27,3,2872,121,217,667,5.0,"짜장면/작은밥 (쌀,돈육:국내산) 계란국  사천식탕수육 (돈육:국내산) 개성감자만두  단무지  포기김치 (배추,고추가루:국내산) ",673.0,짜장면/작은밥,계란국,사천식탕수육,개성감자만두,단무지,포기김치,2529.0
2020-02-28,4,2872,210,234,0,7.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩나물국  돼지갈비찜 (돈육:국내산) 옥수수전  청경채생채  포기김치 (배추,고추가루:국내산) ",414.0,쌀밥/잡곡밥,콩나물국,돼지갈비찜,옥수수전,청경채생채,포기김치,2421.0
2020-03-02,0,2950,108,133,786,14.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 쑥된장국  삼겹살구이  어묵볶음  봄동쌈  포기김치 (배추,고추가루:국내산) ",771.0,쌀밥/잡곡밥,쑥된장국,삼겹살구이,어묵볶음,봄동쌈,포기김치,2695.0
2020-03-03,1,2950,76,185,753,12.0,"김치볶음밥 (쌀:국내산) 유부장국  로제스파게티  콥샐러드  오이무피클  포기김치 (배추,고추가루:국내산) ",598.0,김치볶음밥,유부장국,로제스파게티,콥샐러드,오이무피클,포기김치,2677.0
2020-03-04,2,2950,74,205,1,19.0,"쌀밥/잡곡밥  해물된장찌개  미니채소떡갈비  시금치프리타타  취나물된장볶음  포기김치 (배추,고추가루:국내산) ",462.0,쌀밥/잡곡밥,해물된장찌개,미니채소떡갈비,시금치프리타타,취나물된장볶음,포기김치,2652.0
2020-03-05,3,2950,84,232,612,15.0,"유부초밥 (쌀,돈육:국내산) 칼국수  순대야채볶음  야채튀김  시금치샐러드  포기김치 (배추,고추가루:국내산) ",630.0,유부초밥,칼국수,순대야채볶음,야채튀김,시금치샐러드,포기김치,2619.0
2020-03-06,4,2950,166,251,0,12.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 나가사키짬뽕국  모듬버섯탕수육  두부조림  생파김치  포기김치 (배추,고추가루:국내산) ",379.0,쌀밥/잡곡밥,나가사키짬뽕국,모듬버섯탕수육,두부조림,생파김치,포기김치,2521.0
2020-03-09,0,2950,91,129,784,16.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 콩가루배추국  동파육  두부새싹구이  콩나물파채무침  포기김치 (배추,고추가루:국내산) ",640.0,쌀밥/잡곡밥,콩가루배추국,동파육,두부새싹구이,콩나물파채무침,포기김치,2714.0
2020-03-10,1,2950,67,168,678,20.0,유산슬덮밥 (쌀:국내산) 계란파국  멘보샤  짜샤이볶음  미나리나물무침  포기김치 (김치:국내산) ,575.0,유산슬덮밥,계란파국,멘보샤,짜샤이볶음,미나리나물무침,포기김치,2695.0
2020-03-11,2,2950,74,197,0,23.0,"쌀밥/잡곡밥  부대찌개  등갈비오븐구이  쫄면비빔만두  키위그린샐러드  포기김치 (배추,고추가루:국내산) ",487.0,쌀밥/잡곡밥,부대찌개,등갈비오븐구이,쫄면비빔만두,키위그린샐러드,포기김치,2656.0
2020-03-12,3,2950,78,243,555,17.0,버섯영양밥 (쌀:국내산) 물만두국  메추리알치즈떡볶이  건파래볶음  얼갈이나물된장무침  포기김치 (김치:국내산) ,614.0,버섯영양밥,물만두국,메추리알치즈떡볶이,건파래볶음,얼갈이나물된장무침,포기김치,2612.0
2020-03-13,4,2950,165,259,0,20.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 청국장찌개  닭불고기  해물동그랑땡전  오이쑥갓겉절이  포기김치 (배추,고추가루:국내산) ",343.0,쌀밥/잡곡밥,청국장찌개,닭불고기,해물동그랑땡전,오이쑥갓겉절이,포기김치,2506.0
2020-03-16,0,2950,69,138,789,21.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 열무된장국  묵은지닭찜 (닭:국내산) 수수부꾸미  무생채  포기김치 (배추,고추가루:국내산) ",630.0,쌀밥/잡곡밥,열무된장국,묵은지닭찜,수수부꾸미,무생채,포기김치,2722.0
2020-03-17,1,2950,61,171,679,20.0,"쌀밥 (쌀:국내산) 해물손수제비 (오징어:칠레산) 미트볼피망볶음 (돈육:국내,수입산) 달래오이생채  낙지젓무침  포기김치 (배추,고추가루:국내산) ",520.0,쌀밥,해물손수제비,미트볼피망볶음,달래오이생채,낙지젓무침,포기김치,2698.0
2020-03-18,2,2950,47,210,0,25.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 돈육김치찌개 (돈육:국내산) 코다리강정 (코다리:러시아) 간장계란장  참나물들깨무침  깍두기 (고추가루:중국산) ",383.0,쌀밥/잡곡밥,돈육김치찌개,코다리강정,간장계란장,참나물들깨무침,깍두기,2668.0
2020-03-19,3,2950,70,235,560,19.0,"쌀밥 (쌀:국내산) 옛날돈까스 (돈육:국내산) 팽이장국  콘치즈구이  수제피클/오렌지  포기김치 (배추,고추가루:국내산) ",541.0,쌀밥,옛날돈까스,팽이장국,콘치즈구이,수제피클/오렌지,포기김치,2626.0
2020-03-20,4,2950,176,263,3,135.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 건새우아욱국  치즈함박스테이크 (돈육:국내,수입, 쇠고기:국산,호주) 고등어구이 (고등어:국내산) 부추팽이겉절이  포기김치 (배추,고추가루:국내산) ",358.0,쌀밥/잡곡밥,건새우아욱국,치즈함박스테이크,"쇠고기:국산,호주)",고등어구이,포기김치,2376.0
2020-03-23,0,2950,109,178,687,285.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 닭개장 (닭:국내산) 삼치튀김  한식잡채 (돈육채:국내산) 파김치  포기김치 (배추,고추가루:국내산) ",651.0,쌀밥/잡곡밥,닭개장,삼치튀김,한식잡채,파김치,포기김치,2378.0
2020-03-24,1,2950,131,137,639,303.0,"오므라이스 (쌀:국내산) 가쯔오장국  돈육고구마강정 (돈육:국내산) 과일플레인샐러드  단무지무침  포기김치 (배추,고추가루:국내산) ",754.0,오므라이스,가쯔오장국,돈육고구마강정,과일플레인샐러드,단무지무침,포기김치,2379.0
2020-03-25,2,2950,122,146,1,303.0,찹쌀밥  장각닭죽  생야채  오렌지  하루야채주스  포기김치  ,526.0,찹쌀밥,장각닭죽,생야채,오렌지,하루야채주스,포기김치,2379.0
2020-03-26,3,2950,133,133,584,288.0,"멸치주먹밥 (쌀,현미흑미:국내산) 우동  해물까스  꽃맛살샐러드  무피클/요구르트  포기김치 (배추,고추가루:국내산) ",645.0,멸치주먹밥,우동,해물까스,꽃맛살샐러드,무피클/요구르트,포기김치,2396.0
2020-03-27,4,2950,254,156,0,260.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 시금치국  언양식불고기 (돈육:수입산) 꽁치감자조림  봄동겉절이  포기김치 (배추,고추가루:국내산) ",377.0,쌀밥/잡곡밥,시금치국,언양식불고기,꽁치감자조림,봄동겉절이,포기김치,2280.0
2020-03-30,0,2950,230,53,627,488.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 무채국  더덕고추장불고기  두부카프레제샐러드  청포묵무침  배추겉절이 (배추,고추가루:국내산) ",625.0,쌀밥/잡곡밥,무채국,더덕고추장불고기,두부카프레제샐러드,청포묵무침,배추겉절이,2179.0
2020-03-31,1,2950,193,43,528,533.0,"충무김밥 (쌀,현미흑미:국내산) 메밀국수  오징어어묵무침  단무지  베리베리퐁당요플레  석박지 (배추,고추가루:국내산) ",601.0,충무김밥,메밀국수,오징어어묵무침,단무지,베리베리퐁당요플레,석박지,2181.0
2020-04-01,2,2962,228,56,0,420.0,쌀밥/잡곡밥  쇠고기샤브국  통마늘너비아니조림  녹두빈대떡  브로컬리  포기김치  ,561.0,쌀밥/잡곡밥,쇠고기샤브국,통마늘너비아니조림,녹두빈대떡,브로컬리,포기김치,2258.0
2020-04-02,3,2962,236,89,490,395.0,"마늘베이컨볶음밥 (쌀,현미흑미:국내산) 크림스프  비프스파게티  사과양상추샐러드  바게뜨  포기김치 (배추,고추가루:국내산) ",645.0,마늘베이컨볶음밥,크림스프,비프스파게티,사과양상추샐러드,바게뜨,포기김치,2242.0
2020-04-03,4,2962,350,149,1,340.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 참치김치찌개  소고기메추리알장조림  맛살냉채  무채유자무침  배추겉절이 (배추,고추가루:국내산) ",318.0,쌀밥/잡곡밥,참치김치찌개,소고기메추리알장조림,맛살냉채,무채유자무침,배추겉절이,2123.0
2020-04-06,0,2962,206,152,713,477.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 배추된장국  칠리미트볼조림  김치미나리전  도토리묵무침  포기김치 (배추,고추가루:국내산) ",655.0,쌀밥/잡곡밥,배추된장국,칠리미트볼조림,김치미나리전,도토리묵무침,포기김치,2127.0
2020-04-07,1,2962,164,156,698,490.0,참치마요덮밥 (쌀:국내산) 어묵국  고구마떡볶이  자몽샐러드  단무지무침  포기김치 (김치:국내산) ,634.0,참치마요덮밥,어묵국,고구마떡볶이,자몽샐러드,단무지무침,포기김치,2152.0
2020-04-08,2,2962,159,172,1,479.0,"쌀밥/잡곡밥  부대찌개  꽁치한마리구이  감자전  청경채김치  포기김치 (배추,고추가루:국내산) ",445.0,쌀밥/잡곡밥,부대찌개,꽁치한마리구이,감자전,청경채김치,포기김치,2152.0
2020-04-09,3,2962,154,186,544,488.0,"스팸볶음밥 (쌀,현미흑미:국내산) 가쓰오장국  삼겹살야채비빔면  옥수수볼맛탕  무피클  포기김치 (배추,고추가루:국내산) ",458.0,스팸볶음밥,가쓰오장국,삼겹살야채비빔면,옥수수볼맛탕,무피클,포기김치,2134.0
2020-04-10,4,2962,316,209,0,417.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 된장찌개  매운돼지갈비찜  그린빈베이컨볶음  멸치견과류볶음  포기김치 (배추,고추가루:국내산) ",302.0,쌀밥/잡곡밥,된장찌개,매운돼지갈비찜,그린빈베이컨볶음,멸치견과류볶음,포기김치,2020.0
2020-04-13,0,2962,165,146,619,447.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 순두부찌개  돈육두릅장조림 (돈육:국내산) 맛살전  오이무침  포기김치 (배추,고추가루:국내산) ",564.0,쌀밥/잡곡밥,순두부찌개,돈육두릅장조림,맛살전,오이무침,포기김치,2204.0
2020-04-14,1,2962,200,176,274,485.0,작은밥 (쌀:국내산) 백종원의 고추짜장 (돈육:국내산) 맑은국  칠리베이비크랩  시금치흑임자샐러드 단무지 포기김치 (김치:국내산) ,453.0,작은밥,백종원의,고추짜장,맑은국,칠리베이비크랩,포기김치,2101.0
2020-04-16,3,2962,265,182,498,447.0,"불고기필라프 (쌀:국내산,소고기:호주) 미소장국  닭봉오븐구이 (닭:국내산) 그린요거트샐러드  수제오이피클  포기김치 (배추,고추가루:국내산) ",500.0,불고기필라프,미소장국,닭봉오븐구이,그린요거트샐러드,수제오이피클,포기김치,2068.0
2020-04-17,4,2962,325,221,3,389.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 뼈없는감자탕  달래새우전  야채부케  오징어젓갈무침  포기김치 (배추,고추가루:국내산) ",305.0,쌀밥/잡곡밥,뼈없는감자탕,달래새우전,야채부케,오징어젓갈무침,포기김치,2027.0
2020-04-20,0,2962,145,143,624,471.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 돈육김치찌개 (돈육:국내산) 고등어카레구이 (고등어:국내산) 마파두부 (돈민찌:국내산) 콩나물파채무침  포기김치 (배추,고추가루:국내산) ",594.0,쌀밥/잡곡밥,돈육김치찌개,고등어카레구이,마파두부,콩나물파채무침,포기김치,2203.0
2020-04-21,1,2962,126,171,700,450.0,쌀밥/잡곡밥 (쌀:국내산) 두부미소된장국  오리훈제마늘볶음 무쌈깻잎 코다리강정  오이소박이  포기김치 (김치:국내산) ,542.0,쌀밥/잡곡밥,두부미소된장국,오리훈제마늘볶음,무쌈깻잎,코다리강정,포기김치,2215.0
2020-04-22,2,2962,132,204,2,443.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 굴미역국  오삼불고기  스팸,깻잎전  쪽파김무침  포기김치 (고추가루:국내산) ",439.0,쌀밥/잡곡밥,굴미역국,오삼불고기,"스팸,깻잎전",쪽파김무침,포기김치,2183.0
2020-04-23,3,2962,107,251,518,437.0,"쌀밥/잡곡밥 (쌀:국내산,소고기:호주) 조갯살아욱국  함박스테이크  삼치데리야끼  청포묵야채무침  포기김치 (배추,고추가루:국내산) ",461.0,쌀밥/잡곡밥,조갯살아욱국,함박스테이크,삼치데리야끼,청포묵야채무침,포기김치,2167.0
2020-04-24,4,2962,232,267,1,387.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 나가사끼짬뽕국  순대야채볶음  꼬치어묵떡볶이  짜사이채무침  포기김치 (배추,고추가루:국내산) ",309.0,쌀밥/잡곡밥,나가사끼짬뽕국,순대야채볶음,꼬치어묵떡볶이,짜사이채무침,포기김치,2076.0
2020-04-27,0,2962,125,192,706,418.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 감자만두국 (지단.김가루) 꽃삼겹김치찜   (삼겹에김치를말아서) 꿔바로우탕수육  해파리냉채 토마토설탕절인 깍두기 (배추,고추가루:국내산) ",570.0,쌀밥/잡곡밥,감자만두국,꽃삼겹김치찜,꿔바로우탕수육,해파리냉채,깍두기,2227.0
2020-04-28,1,2962,118,223,493,410.0,"쌀밥 (쌀:국내산) 황태미역국  매운돈갈비찜 (대추,표고,밤) 두부/김치볶음  유채나물된장무침  무생채 (배추,고추가루:국내산) ",482.0,쌀밥,황태미역국,매운돈갈비찜,두부/김치볶음,유채나물된장무침,무생채,2211.0
2020-04-29,2,2962,221,250,0,396.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 홍합무우국  로제찜닭  계란장조림 (2/1컷팅해서-고명) 숙주미나리무침 연근흑임자샐러드 배추김치 (고추가루:중국산) ",192.0,쌀밥/잡곡밥,홍합무우국,로제찜닭,계란장조림,숙주미나리무침,배추김치,2095.0
2020-05-04,0,2962,1113,117,91,189.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 다슬기아욱국  갈릭파닭  돈채호박볶음  짠지오이무침 요구르트 포기김치 (배추,고추가루:국내산) ",123.0,쌀밥/잡곡밥,다슬기아욱국,갈릭파닭,돈채호박볶음,짠지오이무침,포기김치,1543.0
2020-05-06,2,2962,104,177,2,291.0,"땡초주먹밥 (쌀,현미,흑미:국내산) 근대두부된장국  치킨텐더  루꼴라샐러드  쫑상추새콤무침 망고주스 포기김치 (배추,고추가루:국내산) ",495.0,땡초주먹밥,근대두부된장국,치킨텐더,루꼴라샐러드,쫑상추새콤무침,포기김치,2390.0
2020-05-07,3,2962,76,236,577,285.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 우삼겹부대찌개  조기구이  수제어묵볶음  섬초무침  배추겉절이 고추가루:중국산) ",462.0,쌀밥/잡곡밥,우삼겹부대찌개,조기구이,수제어묵볶음,섬초무침,고추가루:중국산),2365.0
2020-05-08,4,2962,153,265,0,246.0,"김치볶음밥 (쌀,현미,흑미:국내산) 유부된장국  새우로제파스타  계란후라이  취나물무침 요구르트 포기김치 (배추,고추가루:국내산) ",371.0,김치볶음밥,유부된장국,새우로제파스타,계란후라이,취나물무침,포기김치,2298.0
2020-05-11,0,2962,94,195,659,245.0,"부채살오므라이스 (쌀,현미,흑미:국내산) 가쓰오장국  닭윙강정튀김 (닭:국내산) 새우미역초무침  파인애플주스  포기김치 (배추,고추가루:국내산) ",599.0,부채살오므라이스,가쓰오장국,닭윙강정튀김,새우미역초무침,파인애플주스,포기김치,2428.0
2020-05-12,1,2962,67,230,690,250.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 전주식콩나물국  안동찜닭 (닭:국내산) 가자미구이  브로컬리초회  포기김치 (배추,고추가루:국내산) ",486.0,쌀밥/잡곡밥,전주식콩나물국,안동찜닭,가자미구이,브로컬리초회,포기김치,2415.0
2020-05-13,2,2962,68,242,0,236.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 얼큰동태탕 (동태:러시아산) 물만두탕수  닭가슴살장조림 (닭:국내산) 오이선  포기김치 (배추,고추가루:국내산) ",403.0,쌀밥/잡곡밥,얼큰동태탕,물만두탕수,닭가슴살장조림,오이선,포기김치,2416.0
2020-05-14,3,2962,71,281,488,212.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 삼선짬뽕국  춘장돈육볶음 (돈육:국내산) 어묵잡채볶음  참나물무침  배추겉절이 고추가루:중국산) ",424.0,쌀밥/잡곡밥,삼선짬뽕국,춘장돈육볶음,어묵잡채볶음,참나물무침,고추가루:중국산),2398.0
2020-05-15,4,2962,161,296,0,201.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 계란파국  매운등뼈조림  동그랑땡전  부추팽이무침  포기김치 (배추,고추가루:국내산) ",265.0,쌀밥/잡곡밥,계란파국,매운등뼈조림,동그랑땡전,부추팽이무침,포기김치,2304.0
2020-05-18,0,2962,96,223,701,246.0,"쌀밥/잡곡밥 (쌀,현미,흑미:국내산) 아욱국  깐풍기 (닭:국내산) 깻잎전  사과오이생채  포기김치 (배추국내,고추가루:중국산) ",573.0,쌀밥/잡곡밥,아욱국,깐풍기,깻잎전,사과오이생채,포기김치,2397.0
2020-05-19,1,2962,78,235,617,237.0,"계란김밥 (쌀,현미,흑미:국내산) 모듬어묵탕  고구마맛탕  꽃맛살샐러드  배/ 음료  깍두기 (배추국내,고추가루:중국산) ",440.0,계란김밥,모듬어묵탕,고구마맛탕,꽃맛살샐러드,배/,깍두기,2412.0
